Object Name, First Visit, Last Visit, Total # of Visits
module node 72, 0.00, 0.00, 0
module node 73, 0.00, 0.00, 0
module node 74, 0.00, 0.00, 0
module node 75, 0.00, 0.00, 0
module node 76, 0.00, 0.00, 0
module node 77, 0.00, 0.00, 0
module node 78, 0.00, 0.00, 0
module node 79, 0.00, 0.00, 0
module node 80, 0.00, 0.00, 0
module node 81, 0.00, 0.00, 0
module node 82, 0.00, 0.00, 0
module node 83, 0.00, 0.00, 0
module node 84, 0.00, 0.00, 0
module node 85, 0.00, 0.00, 0
module node 86, 0.00, 0.00, 0
module node 87, 0.00, 0.00, 0
module node 88, 0.00, 0.00, 0
module node 89, 0.00, 0.00, 0
module node 90, 0.00, 0.00, 0
module node 91, 0.00, 0.00, 0
module node 92, 0.00, 0.00, 0
module node 93, 0.00, 0.00, 0
module node 94, 0.00, 0.00, 0
module node 95, 0.00, 0.00, 0
module node 96, 0.00, 0.00, 0
module node 97, 0.00, 0.00, 0
module node 98, 0.00, 0.00, 0
module node 99, 6.22, 15.22, 5
module node 100, 0.00, 0.00, 0
module node 101, 0.00, 0.00, 0
module node 102, 0.00, 0.00, 0
module node 103, 0.00, 0.00, 0
module node 104, 0.00, 0.00, 0
module node 105, 0.00, 0.00, 0
module node 106, 0.00, 0.00, 0
module node 107, 0.00, 0.00, 0
module node 108, 0.00, 0.00, 0
module node 109, 0.00, 0.00, 0
module node 110, 7.14, 7.14, 1
room node 1, 0.00, 0.00, 1
room node 2, 0.00, 38.30, 9
room node 3, 0.00, 0.00, 1
room node 4, 0.00, 0.00, 1
room node 5, 0.00, 0.00, 1
room node 6, 0.00, 0.00, 1
room node 7, 0.00, 0.00, 1
room node 8, 0.00, 0.00, 1
room node 9, 0.00, 0.00, 1
room node 10, 0.00, 0.00, 1
room node 11, 0.00, 0.00, 1
room node 12, 0.00, 0.00, 1
room node 13, 0.00, 0.00, 1
room node 14, 0.00, 0.00, 1
room node 15, 0.00, 0.00, 1
room node 16, 0.00, 0.00, 1
room node 17, 0.00, 0.00, 1
room node 18, 0.00, 0.00, 1
room node 19, 0.00, 0.00, 1
room node 20, 0.00, 0.00, 1
room node 21, 0.00, 0.00, 1
room node 22, 0.00, 0.00, 1
room node 23, 0.00, 0.00, 1
room node 24, 0.00, 0.00, 1
room node 25, 0.00, 0.00, 1
room node 26, 0.00, 0.00, 1
room node 27, 0.00, 0.00, 1
room node 28, 0.00, 0.00, 1
room node 29, 0.00, 0.00, 1
room node 30, 0.00, 0.00, 1
room node 31, 0.00, 0.00, 1
room node 32, 0.00, 0.00, 1
room node 33, 0.00, 0.00, 1
room node 34, 0.00, 0.00, 1
room node 35, 0.00, 0.00, 1
room node 36, 0.00, 0.00, 1
room node 37, 0.00, 0.00, 1
room node 38, 0.00, 0.00, 1
room node 39, 0.00, 0.00, 1
room node 40, 0.00, 0.00, 1
room node 41, 0.00, 0.00, 1
room node 42, 0.00, 0.00, 1
room node 43, 0.00, 0.00, 1
room node 44, 0.00, 0.00, 1
door 1, 1.74, 2.24, 2
door 2, 3.36, 3.36, 1
door 3, 0.00, 0.00, 0
door 4, 2.20, 2.20, 1
door 5, 1.54, 1.66, 2
door 6, 2.32, 2.48, 2
door 7, 2.22, 2.22, 1
door 8, 1.58, 1.66, 2
door 9, 0.00, 0.00, 0
door 10, 0.00, 0.00, 0
door 11, 0.00, 0.00, 0
door 12, 4.64, 4.86, 2
door 13, 0.00, 0.00, 0
door 14, 1.12, 1.66, 4
door 15, 3.12, 3.12, 1
door 16, 3.58, 34.40, 3
door 17, 2.16, 21.40, 6
door 18, 6.68, 17.26, 5
door 19, 2.12, 21.18, 5
door 20, 2.12, 3.92, 4
door 21, 6.72, 17.20, 4
door 22, 5.16, 12.56, 7
door 23, 3.20, 17.76, 7
door 24, 5.80, 14.92, 5
door 25, 5.12, 12.62, 7
door 26, 2.16, 3.92, 4
door 27, 0.00, 0.00, 0
door 28, 3.60, 25.24, 5
door 29, 3.64, 25.18, 5
door 30, 3.26, 17.54, 5
door 31, 3.40, 3.40, 1
door 32, 5.74, 14.96, 5
door 33, 3.18, 29.64, 5
door 34, 0.00, 0.00, 0
door 35, 3.22, 29.72, 5
door 36, 1.96, 1.96, 1
door 37, 1.96, 1.96, 1
door 38, 1.72, 1.72, 1
door 39, 1.72, 1.72, 1
door 40, 1.72, 1.72, 1
door 41, 1.72, 1.72, 1
door 42, 1.72, 1.72, 1
door 43, 1.72, 1.72, 1
door 44, 1.72, 1.72, 1
door 45, 1.72, 1.72, 1
door 46, 1.96, 1.96, 1
door 47, 2.26, 2.42, 2
door 48, 3.40, 3.40, 1
door 49, 3.46, 3.46, 1
door 50, 1.70, 1.70, 1
door 51, 3.64, 34.44, 3
door 52, 1.76, 1.76, 1
door 53, 1.76, 4.12, 13
door 54, 1.76, 4.12, 13
door 55, 1.76, 4.12, 13
door 56, 1.76, 4.12, 13
door 57, 1.76, 2.48, 4
door 58, 2.36, 2.48, 2
door 59, 1.70, 1.70, 1
door 60, 0.00, 0.00, 0
door 61, 1.94, 3.04, 9
door 62, 0.00, 0.00, 0
door 63, 1.94, 2.48, 4
door 64, 1.96, 2.70, 3
door 65, 1.94, 1.94, 1
door 66, 1.70, 1.70, 1
door 67, 1.70, 1.70, 1
door 68, 1.70, 1.70, 1
door 69, 1.70, 1.70, 1
door 70, 5.04, 5.04, 1
door 71, 0.00, 0.00, 0
door 72, 0.00, 0.00, 0
door 73, 4.68, 4.68, 1
door 74, 0.00, 0.00, 0
door 75, 0.00, 0.00, 0
door 76, 1.18, 1.66, 2
door 77, 3.18, 3.18, 1
door 78, 0.00, 0.00, 0
door 79, 1.92, 1.92, 1
door 80, 1.68, 1.68, 1
door 81, 1.68, 1.68, 1
door 82, 1.68, 1.68, 1
door 83, 1.68, 1.68, 1
door 84, 1.90, 1.90, 1
door 85, 1.68, 1.68, 1
door 86, 1.66, 1.66, 1
door 87, 1.68, 1.68, 1
door 88, 1.68, 1.68, 1
door 89, 1.90, 1.90, 1
door 90, 5.00, 5.00, 1
door 91, 1.68, 2.48, 3
door 92, 1.66, 1.66, 1
door 93, 1.66, 1.66, 1
door 94, 1.66, 1.66, 1
door 95, 1.66, 1.66, 1
door 96, 1.66, 1.66, 1
door 97, 1.70, 1.70, 1
door 98, 1.70, 1.70, 1
door 99, 1.72, 3.92, 11
door 100, 1.72, 4.12, 12
door 101, 1.72, 3.92, 11
door 102, 1.72, 3.92, 11
door 103, 1.90, 1.90, 1
door 104, 1.66, 1.66, 1
door 105, 1.90, 2.82, 7
door 106, 0.00, 0.00, 0
door 107, 1.90, 2.48, 4
door 108, 0.00, 0.00, 0
door 109, 1.90, 2.48, 4
exit 1, 2.90, 40.88, 16
exit 2, 7.06, 11.36, 6
exit 3, 5.84, 39.42, 14
exit 4, 5.66, 16.20, 5
exit 5, 6.68, 15.68, 4
