Object Name, First Visit, Last Visit, Total # of Visits
module node 72, 0.00, 0.00, 0
module node 73, 0.00, 0.00, 0
module node 74, 0.00, 0.00, 0
module node 75, 0.00, 0.00, 0
module node 76, 0.00, 0.00, 0
module node 77, 0.00, 0.00, 0
module node 78, 0.00, 0.00, 0
module node 79, 0.00, 0.00, 0
module node 80, 0.00, 0.00, 0
module node 81, 0.00, 0.00, 0
module node 82, 0.00, 0.00, 0
module node 83, 0.00, 0.00, 0
module node 84, 0.00, 0.00, 0
module node 85, 0.00, 0.00, 0
module node 86, 0.00, 0.00, 0
module node 87, 0.00, 0.00, 0
module node 88, 0.00, 0.00, 0
module node 89, 0.00, 0.00, 0
module node 90, 0.00, 0.00, 0
module node 91, 0.00, 0.00, 0
module node 92, 0.00, 0.00, 0
module node 93, 0.00, 0.00, 0
module node 94, 0.00, 0.00, 0
module node 95, 0.00, 0.00, 0
module node 96, 0.00, 0.00, 0
module node 97, 0.00, 0.00, 0
module node 98, 0.00, 0.00, 0
module node 99, 6.58, 14.84, 4
module node 100, 0.00, 0.00, 0
module node 101, 0.00, 0.00, 0
module node 102, 0.00, 0.00, 0
module node 103, 0.00, 0.00, 0
module node 104, 6.20, 6.20, 1
module node 105, 0.00, 0.00, 0
module node 106, 0.00, 0.00, 0
module node 107, 0.00, 0.00, 0
module node 108, 0.00, 0.00, 0
module node 109, 0.00, 0.00, 0
module node 110, 0.00, 0.00, 0
room node 1, 0.00, 0.00, 1
room node 2, 0.00, 75.00, 11
room node 3, 0.00, 48.74, 6
room node 4, 0.00, 0.00, 1
room node 5, 0.00, 0.00, 1
room node 6, 0.00, 0.00, 1
room node 7, 0.00, 0.00, 1
room node 8, 0.00, 0.00, 1
room node 9, 0.00, 0.00, 1
room node 10, 0.00, 0.00, 1
room node 11, 0.00, 0.00, 1
room node 12, 0.00, 0.00, 1
room node 13, 0.00, 0.00, 1
room node 14, 0.00, 0.00, 1
room node 15, 0.00, 0.00, 1
room node 16, 0.00, 0.00, 1
room node 17, 0.00, 0.00, 1
room node 18, 0.00, 0.00, 1
room node 19, 0.00, 0.00, 1
room node 20, 0.00, 0.00, 1
room node 21, 0.00, 0.00, 1
room node 22, 0.00, 0.00, 1
room node 23, 0.00, 0.00, 1
room node 24, 0.00, 0.00, 1
room node 25, 0.00, 0.00, 1
room node 26, 0.00, 0.00, 1
room node 27, 0.00, 0.00, 1
room node 28, 0.00, 0.00, 1
room node 29, 0.00, 0.00, 1
room node 30, 0.00, 0.00, 1
room node 31, 0.00, 0.00, 1
room node 32, 0.00, 0.00, 1
room node 33, 0.00, 0.00, 1
room node 34, 0.00, 0.00, 1
room node 35, 0.00, 0.00, 1
room node 36, 0.00, 0.00, 1
room node 37, 0.00, 0.00, 1
room node 38, 0.00, 0.00, 1
room node 39, 0.00, 0.00, 1
room node 40, 0.00, 0.00, 1
room node 41, 0.00, 0.00, 1
room node 42, 0.00, 0.00, 1
room node 43, 0.00, 0.00, 1
room node 44, 0.00, 0.00, 1
door 1, 2.32, 9.82, 5
door 2, 3.84, 18.54, 7
door 3, 9.02, 91.00, 12
door 4, 2.20, 46.50, 17
door 5, 1.54, 1.54, 1
door 6, 2.32, 2.32, 1
door 7, 3.30, 3.30, 1
door 8, 2.32, 2.32, 1
door 9, 0.00, 0.00, 0
door 10, 0.00, 0.00, 0
door 11, 0.00, 0.00, 0
door 12, 4.62, 5.14, 2
door 13, 0.00, 0.00, 0
door 14, 1.12, 1.12, 1
door 15, 3.10, 3.64, 2
door 16, 3.66, 34.38, 7
door 17, 2.94, 29.92, 7
door 18, 9.42, 34.76, 6
door 19, 2.12, 30.76, 7
door 20, 2.12, 50.70, 9
door 21, 10.24, 35.58, 9
door 22, 7.62, 39.78, 9
door 23, 3.20, 48.66, 18
door 24, 7.58, 55.46, 19
door 25, 6.42, 40.58, 11
door 26, 2.94, 51.42, 4
door 27, 9.10, 10.16, 4
door 28, 3.58, 61.68, 22
door 29, 4.40, 60.54, 14
door 30, 4.00, 46.98, 8
door 31, 3.40, 14.46, 5
door 32, 6.84, 44.60, 8
door 33, 8.80, 66.18, 20
door 34, 0.00, 0.00, 0
door 35, 36.98, 54.60, 3
door 36, 2.68, 62.26, 22
door 37, 2.72, 64.04, 18
door 38, 2.44, 59.64, 17
door 39, 2.44, 67.54, 17
door 40, 2.46, 71.58, 15
door 41, 2.42, 70.26, 17
door 42, 2.44, 75.88, 19
door 43, 2.44, 77.76, 21
door 44, 2.44, 83.98, 21
door 45, 2.44, 82.66, 20
door 46, 2.66, 63.88, 20
door 47, 3.02, 87.54, 23
door 48, 0.00, 0.00, 0
door 49, 4.62, 12.30, 5
door 50, 4.16, 19.62, 5
door 51, 2.42, 36.36, 14
door 52, 3.68, 35.18, 7
door 53, 0.00, 0.00, 0
door 54, 0.00, 0.00, 0
door 55, 0.00, 0.00, 0
door 56, 0.00, 0.00, 0
door 57, 0.00, 0.00, 0
door 58, 0.00, 0.00, 0
door 59, 0.00, 0.00, 0
door 60, 0.00, 0.00, 0
door 61, 0.00, 0.00, 0
door 62, 0.00, 0.00, 0
door 63, 0.00, 0.00, 0
door 64, 0.00, 0.00, 0
door 65, 0.00, 0.00, 0
door 66, 0.00, 0.00, 0
door 67, 2.42, 9.98, 4
door 68, 2.42, 5.64, 3
door 69, 2.42, 2.42, 1
door 70, 2.42, 2.82, 2
door 71, 4.92, 13.50, 6
door 72, 0.00, 0.00, 0
door 73, 0.00, 0.00, 0
door 74, 0.00, 0.00, 0
door 75, 0.00, 0.00, 0
door 76, 0.00, 0.00, 0
door 77, 1.94, 1.94, 1
door 78, 4.24, 4.24, 1
door 79, 8.30, 8.30, 1
door 80, 1.90, 65.66, 30
door 81, 1.66, 45.38, 26
door 82, 1.66, 31.54, 24
door 83, 1.66, 79.34, 32
door 84, 1.66, 39.66, 33
door 85, 1.90, 63.32, 26
door 86, 1.66, 58.96, 32
door 87, 1.66, 73.14, 24
door 88, 1.66, 61.38, 28
door 89, 1.66, 85.52, 30
door 90, 1.90, 63.50, 27
door 91, 6.06, 14.08, 5
door 92, 1.68, 16.74, 5
door 93, 1.64, 1.64, 1
door 94, 1.64, 1.64, 1
door 95, 1.64, 7.18, 4
door 96, 1.64, 6.88, 3
door 97, 1.64, 37.62, 21
door 98, 1.70, 1.70, 1
door 99, 1.70, 1.70, 1
door 100, 1.72, 1.72, 1
door 101, 1.72, 1.72, 1
door 102, 1.72, 1.72, 1
door 103, 1.72, 1.72, 1
door 104, 1.88, 1.88, 1
door 105, 1.64, 1.64, 1
door 106, 1.88, 1.88, 1
door 107, 0.00, 0.00, 0
door 108, 1.88, 1.88, 1
door 109, 0.00, 0.00, 0
door 110, 1.90, 1.90, 1
exit 1, 2.90, 102.76, 26
exit 2, 5.68, 42.40, 10
exit 3, 6.04, 13.22, 4
exit 4, 7.04, 15.32, 4
