Object Name, First Visit, Last Visit, Total # of Visits
module node 72, 0.00, 0.00, 0
module node 73, 0.00, 0.00, 0
module node 74, 0.00, 0.00, 0
module node 75, 0.00, 0.00, 0
module node 76, 0.00, 0.00, 0
module node 77, 0.00, 0.00, 0
module node 78, 0.00, 0.00, 0
module node 79, 0.00, 0.00, 0
module node 80, 0.00, 0.00, 0
module node 81, 0.00, 0.00, 0
module node 82, 0.00, 0.00, 0
module node 83, 0.00, 0.00, 0
module node 84, 0.00, 0.00, 0
module node 85, 0.00, 0.00, 0
module node 86, 0.00, 0.00, 0
module node 87, 0.00, 0.00, 0
module node 88, 0.00, 0.00, 0
module node 89, 0.00, 0.00, 0
module node 90, 0.00, 0.00, 0
module node 91, 0.00, 0.00, 0
module node 92, 0.00, 0.00, 0
module node 93, 0.00, 0.00, 0
module node 94, 0.00, 0.00, 0
module node 95, 0.00, 0.00, 0
module node 96, 0.00, 0.00, 0
module node 97, 0.00, 0.00, 0
module node 98, 0.00, 0.00, 0
module node 99, 6.02, 15.24, 6
module node 100, 0.00, 0.00, 0
module node 101, 0.00, 0.00, 0
module node 102, 0.00, 0.00, 0
module node 103, 0.00, 0.00, 0
module node 104, 0.00, 0.00, 0
module node 105, 0.00, 0.00, 0
module node 106, 0.00, 0.00, 0
module node 107, 0.00, 0.00, 0
module node 108, 0.00, 0.00, 0
module node 109, 0.00, 0.00, 0
module node 110, 6.68, 7.72, 2
room node 1, 0.00, 0.00, 1
room node 2, 0.00, 40.74, 10
room node 3, 0.00, 0.00, 1
room node 4, 0.00, 0.00, 1
room node 5, 0.00, 0.00, 1
room node 6, 0.00, 0.00, 1
room node 7, 0.00, 0.00, 1
room node 8, 0.00, 0.00, 1
room node 9, 0.00, 0.00, 1
room node 10, 0.00, 0.00, 1
room node 11, 0.00, 7.24, 2
room node 12, 0.00, 0.00, 1
room node 13, 0.00, 0.00, 1
room node 14, 0.00, 0.00, 1
room node 15, 0.00, 0.00, 1
room node 16, 0.00, 0.00, 1
room node 17, 0.00, 0.00, 1
room node 18, 0.00, 0.00, 1
room node 19, 0.00, 0.00, 1
room node 20, 0.00, 0.00, 1
room node 21, 0.00, 0.00, 1
room node 22, 0.00, 0.00, 1
room node 23, 0.00, 0.00, 1
room node 24, 0.00, 0.00, 1
room node 25, 0.00, 0.00, 1
room node 26, 0.00, 0.00, 1
room node 27, 0.00, 0.00, 1
room node 28, 0.00, 0.00, 1
room node 29, 0.00, 0.00, 1
room node 30, 0.00, 0.00, 1
room node 31, 0.00, 0.00, 1
room node 32, 0.00, 0.00, 1
room node 33, 0.00, 0.00, 1
room node 34, 0.00, 0.00, 1
room node 35, 0.00, 0.00, 1
room node 36, 0.00, 0.00, 1
room node 37, 0.00, 0.00, 1
room node 38, 0.00, 0.00, 1
room node 39, 0.00, 0.00, 1
room node 40, 0.00, 0.00, 1
room node 41, 0.00, 0.00, 1
room node 42, 0.00, 0.00, 1
room node 43, 0.00, 0.00, 1
room node 44, 0.00, 0.00, 1
door 1, 1.94, 2.44, 2
door 2, 3.66, 3.66, 1
door 3, 0.00, 0.00, 0
door 4, 2.40, 2.62, 2
door 5, 1.74, 1.74, 1
door 6, 2.52, 2.52, 1
door 7, 2.68, 2.68, 1
door 8, 1.78, 1.78, 1
door 9, 0.00, 0.00, 0
door 10, 0.00, 0.00, 0
door 11, 0.00, 0.00, 0
door 12, 4.84, 5.06, 2
door 13, 0.00, 0.00, 0
door 14, 1.32, 1.54, 2
door 15, 3.32, 3.54, 2
door 16, 3.78, 32.04, 20
door 17, 2.38, 16.98, 4
door 18, 9.18, 12.98, 2
door 19, 2.32, 17.14, 5
door 20, 2.32, 4.66, 6
door 21, 9.24, 13.14, 3
door 22, 5.40, 13.46, 5
door 23, 3.40, 19.08, 9
door 24, 6.00, 15.96, 12
door 25, 5.36, 13.30, 6
door 26, 2.38, 4.52, 5
door 27, 0.00, 0.00, 0
door 28, 3.78, 26.74, 6
door 29, 3.84, 27.78, 19
door 30, 3.46, 19.70, 9
door 31, 3.62, 3.62, 1
door 32, 5.94, 15.74, 10
door 33, 3.14, 32.24, 19
door 34, 0.00, 0.00, 0
door 35, 3.18, 32.08, 5
door 36, 2.16, 2.16, 1
door 37, 2.16, 2.16, 1
door 38, 1.92, 1.92, 1
door 39, 1.92, 1.92, 1
door 40, 1.92, 1.92, 1
door 41, 1.92, 1.92, 1
door 42, 1.92, 1.92, 1
door 43, 1.92, 1.92, 1
door 44, 1.92, 1.92, 1
door 45, 1.92, 1.92, 1
door 46, 2.14, 2.14, 1
door 47, 2.44, 2.44, 1
door 48, 3.72, 3.72, 1
door 49, 3.66, 3.66, 1
door 50, 1.90, 1.90, 1
door 51, 3.82, 30.56, 3
door 52, 1.94, 1.94, 1
door 53, 1.96, 1.96, 1
door 54, 1.96, 1.96, 1
door 55, 1.96, 1.96, 1
door 56, 1.96, 1.96, 1
door 57, 1.94, 1.94, 1
door 58, 2.56, 2.56, 1
door 59, 1.90, 1.90, 1
door 60, 0.00, 0.00, 0
door 61, 2.14, 2.14, 1
door 62, 0.00, 0.00, 0
door 63, 2.14, 2.14, 1
door 64, 2.16, 2.16, 1
door 65, 2.14, 2.14, 1
door 66, 1.90, 1.90, 1
door 67, 1.90, 1.90, 1
door 68, 1.90, 1.90, 1
door 69, 1.90, 1.90, 1
door 70, 5.46, 5.46, 1
door 71, 0.00, 0.00, 0
door 72, 0.00, 0.00, 0
door 73, 4.88, 4.88, 1
door 74, 0.00, 0.00, 0
door 75, 0.00, 0.00, 0
door 76, 1.38, 1.38, 1
door 77, 3.38, 3.38, 1
door 78, 0.00, 0.00, 0
door 79, 2.12, 2.12, 1
door 80, 1.88, 2.14, 3
door 81, 1.88, 2.14, 3
door 82, 1.88, 2.14, 3
door 83, 1.88, 2.14, 3
door 84, 2.10, 2.32, 2
door 85, 1.88, 2.14, 3
door 86, 1.88, 2.14, 3
door 87, 1.88, 2.14, 3
door 88, 1.88, 2.14, 3
door 89, 2.10, 2.32, 2
door 90, 5.40, 5.62, 2
door 91, 1.88, 2.52, 2
door 92, 1.86, 2.12, 3
door 93, 1.86, 2.12, 3
door 94, 1.86, 2.12, 3
door 95, 1.86, 2.12, 3
door 96, 1.86, 2.12, 3
door 97, 1.90, 1.90, 1
door 98, 1.90, 1.90, 1
door 99, 1.92, 1.92, 1
door 100, 1.92, 1.92, 1
door 101, 1.92, 1.92, 1
door 102, 1.92, 1.92, 1
door 103, 2.08, 2.30, 2
door 104, 1.86, 1.86, 1
door 105, 2.08, 2.30, 2
door 106, 0.00, 0.00, 0
door 107, 2.10, 2.32, 2
door 108, 0.00, 0.00, 0
door 109, 2.10, 2.32, 2
exit 1, 3.10, 43.36, 16
exit 2, 7.26, 11.94, 6
exit 3, 6.18, 37.14, 14
exit 4, 6.22, 13.44, 4
exit 5, 6.48, 15.72, 5
