Object Name, First Visit, Last Visit, Total # of Visits
module node 72, 0.00, 0.00, 0
module node 73, 0.00, 0.00, 0
module node 74, 0.00, 0.00, 0
module node 75, 0.00, 0.00, 0
module node 76, 0.00, 0.00, 0
module node 77, 0.00, 0.00, 0
module node 78, 0.00, 0.00, 0
module node 79, 0.00, 0.00, 0
module node 80, 0.00, 0.00, 0
module node 81, 0.00, 0.00, 0
module node 82, 0.00, 0.00, 0
module node 83, 0.00, 0.00, 0
module node 84, 0.00, 0.00, 0
module node 85, 0.00, 0.00, 0
module node 86, 0.00, 0.00, 0
module node 87, 0.00, 0.00, 0
module node 88, 0.00, 0.00, 0
module node 89, 0.00, 0.00, 0
module node 90, 0.00, 0.00, 0
module node 91, 0.00, 0.00, 0
module node 92, 0.00, 0.00, 0
module node 93, 0.00, 0.00, 0
module node 94, 0.00, 0.00, 0
module node 95, 0.00, 0.00, 0
module node 96, 0.00, 0.00, 0
module node 97, 0.00, 0.00, 0
module node 98, 0.00, 0.00, 0
module node 99, 5.46, 14.86, 5
module node 100, 0.00, 0.00, 0
module node 101, 0.00, 0.00, 0
module node 102, 0.00, 0.00, 0
module node 103, 0.00, 0.00, 0
module node 104, 0.00, 0.00, 0
module node 105, 0.00, 0.00, 0
module node 106, 0.00, 0.00, 0
module node 107, 0.00, 0.00, 0
module node 108, 0.00, 0.00, 0
module node 109, 0.00, 0.00, 0
module node 110, 6.26, 7.12, 2
room node 1, 0.00, 0.00, 1
room node 2, 0.00, 45.12, 9
room node 3, 0.00, 0.00, 1
room node 4, 0.00, 0.00, 1
room node 5, 0.00, 0.00, 1
room node 6, 0.00, 0.00, 1
room node 7, 0.00, 0.00, 1
room node 8, 0.00, 0.00, 1
room node 9, 0.00, 0.00, 1
room node 10, 0.00, 0.00, 1
room node 11, 0.00, 0.00, 1
room node 12, 0.00, 0.00, 1
room node 13, 0.00, 0.00, 1
room node 14, 0.00, 0.00, 1
room node 15, 0.00, 0.00, 1
room node 16, 0.00, 0.00, 1
room node 17, 0.00, 0.00, 1
room node 18, 0.00, 0.00, 1
room node 19, 0.00, 0.00, 1
room node 20, 0.00, 0.00, 1
room node 21, 0.00, 0.00, 1
room node 22, 0.00, 0.00, 1
room node 23, 0.00, 0.00, 1
room node 24, 0.00, 0.00, 1
room node 25, 0.00, 0.00, 1
room node 26, 0.00, 0.00, 1
room node 27, 0.00, 0.00, 1
room node 28, 0.00, 0.00, 1
room node 29, 0.00, 0.00, 1
room node 30, 0.00, 0.00, 1
room node 31, 0.00, 0.00, 1
room node 32, 0.00, 0.00, 1
room node 33, 0.00, 0.00, 1
room node 34, 0.00, 0.00, 1
room node 35, 0.00, 0.00, 1
room node 36, 0.00, 0.00, 1
room node 37, 0.00, 0.00, 1
room node 38, 0.00, 0.00, 1
room node 39, 0.00, 0.00, 1
room node 40, 0.00, 0.00, 1
room node 41, 0.00, 0.00, 1
room node 42, 0.00, 0.00, 1
room node 43, 0.00, 0.00, 1
room node 44, 0.00, 0.00, 1
door 1, 2.42, 2.44, 2
door 2, 4.28, 4.28, 1
door 3, 0.00, 0.00, 0
door 4, 2.20, 2.20, 1
door 5, 1.54, 1.54, 1
door 6, 2.32, 2.32, 1
door 7, 3.36, 3.36, 1
door 8, 2.32, 2.32, 1
door 9, 0.00, 0.00, 0
door 10, 0.00, 0.00, 0
door 11, 0.00, 0.00, 0
door 12, 4.64, 4.64, 1
door 13, 0.00, 0.00, 0
door 14, 1.12, 1.12, 1
door 15, 3.12, 3.66, 2
door 16, 3.58, 34.30, 3
door 17, 2.96, 21.26, 3
door 18, 9.50, 16.04, 2
door 19, 2.12, 20.42, 3
door 20, 2.12, 5.22, 5
door 21, 10.32, 15.18, 2
door 22, 7.70, 14.54, 5
door 23, 3.20, 22.88, 7
door 24, 7.60, 18.72, 9
door 25, 6.46, 15.34, 6
door 26, 2.96, 3.22, 2
door 27, 0.00, 0.00, 0
door 28, 3.60, 31.60, 11
door 29, 4.38, 29.78, 6
door 30, 4.00, 21.16, 4
door 31, 3.38, 3.38, 1
door 32, 6.84, 19.08, 6
door 33, 8.86, 36.30, 8
door 34, 0.00, 0.00, 0
door 35, 0.00, 0.00, 0
door 36, 0.00, 0.00, 0
door 37, 0.00, 0.00, 0
door 38, 0.00, 0.00, 0
door 39, 0.00, 0.00, 0
door 40, 0.00, 0.00, 0
door 41, 0.00, 0.00, 0
door 42, 0.00, 0.00, 0
door 43, 0.00, 0.00, 0
door 44, 0.00, 0.00, 0
door 45, 0.00, 0.00, 0
door 46, 0.00, 0.00, 0
door 47, 0.00, 0.00, 0
door 48, 0.00, 0.00, 0
door 49, 0.00, 0.00, 0
door 50, 0.00, 0.00, 0
door 51, 0.00, 0.00, 0
door 52, 0.00, 0.00, 0
door 53, 0.00, 0.00, 0
door 54, 0.00, 0.00, 0
door 55, 0.00, 0.00, 0
door 56, 0.00, 0.00, 0
door 57, 0.00, 0.00, 0
door 58, 0.00, 0.00, 0
door 59, 0.00, 0.00, 0
door 60, 0.00, 0.00, 0
door 61, 0.00, 0.00, 0
door 62, 0.00, 0.00, 0
door 63, 0.00, 0.00, 0
door 64, 0.00, 0.00, 0
door 65, 0.00, 0.00, 0
door 66, 0.00, 0.00, 0
door 67, 0.00, 0.00, 0
door 68, 0.00, 0.00, 0
door 69, 0.00, 0.00, 0
door 70, 0.00, 0.00, 0
door 71, 0.00, 0.00, 0
door 72, 0.00, 0.00, 0
door 73, 0.00, 0.00, 0
door 74, 0.00, 0.00, 0
door 75, 0.00, 0.00, 0
door 76, 0.00, 0.00, 0
door 77, 0.00, 0.00, 0
door 78, 0.00, 0.00, 0
door 79, 1.92, 1.92, 1
door 80, 1.66, 1.66, 1
door 81, 1.66, 1.66, 1
door 82, 1.66, 1.66, 1
door 83, 1.68, 1.68, 1
door 84, 1.92, 1.92, 1
door 85, 1.66, 1.66, 1
door 86, 1.68, 1.68, 1
door 87, 1.66, 1.66, 1
door 88, 1.68, 1.68, 1
door 89, 1.90, 1.90, 1
door 90, 5.90, 5.90, 1
door 91, 1.68, 3.06, 2
door 92, 1.66, 1.66, 1
door 93, 1.66, 1.66, 1
door 94, 1.66, 1.66, 1
door 95, 1.66, 1.66, 1
door 96, 1.66, 1.66, 1
door 97, 1.70, 1.70, 1
door 98, 1.70, 1.70, 1
door 99, 1.72, 1.72, 1
door 100, 1.72, 1.72, 1
door 101, 1.72, 1.72, 1
door 102, 1.72, 1.72, 1
door 103, 1.90, 1.90, 1
door 104, 1.66, 1.66, 1
door 105, 1.90, 1.90, 1
door 106, 0.00, 0.00, 0
door 107, 1.90, 1.90, 1
door 108, 0.00, 0.00, 0
door 109, 1.90, 1.90, 1
exit 1, 2.90, 47.72, 15
exit 2, 7.02, 11.14, 6
exit 3, 5.72, 39.00, 14
exit 4, 5.92, 13.22, 4
exit 5, 5.94, 15.32, 5
